id	name	host_id	host_name	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	last_review	reviews_per_month	calculated_host_listings_count	availability_365	number_of_reviews_ltm	license
6369	Rooftop terrace room ,  ensuite bathroom	13660	Simon	Chamartín	Hispanoamérica	40.45724	-3.67688	Private room	69	3	95	2022-06-07	0.64	1	92	17	
21853	Bright and airy room	83531	Abdel	Latina	Cármenes	40.40381	-3.7413	Private room	31	4	33	2018-07-15	0.35	2	310	0	
23001	Apartmento Arganzuela- Madrid Rio	82175	Jesus	Arganzuela	Legazpi	40.3884	-3.69511	Entire home/apt	46	15	1	2022-03-01	0.30	7	319	1	
24805	Gran Via Studio Madrid	346366726	Alvaro	Centro	Universidad	40.42183	-3.70529	Entire home/apt	92	5	18	2022-05-31	0.20	1	148	7	
26825	Single Room whith private Bathroom	114340	Agustina	Arganzuela	Legazpi	40.38975	-3.69018	Private room	27	2	163	2022-05-22	1.11	1	286	14	
28200	Apartamento Arganzuela Planetario	82175	Jesus	Arganzuela	Legazpi	40.3886	-3.69492	Entire home/apt	50	30	7	2021-09-11	0.05	7	334	4	
30959	Beautiful loft in Madrid Center	132883	Angela	Centro	Embajadores	40.41259	-3.70105	Entire home/apt	54	3	8	2017-05-30	0.09	1	0	0	
40718	COZY APARTMENT CIBELES-GRAN VIA-PTA DEL SOL-CHUECA	34217435	Luis	Centro	Justicia	40.41969	-3.69736	Entire home/apt	78	2	124	2022-03-19	0.86	9	252	6	
560941	In Salamanca - Serrano Apartment	596469	Gabriel Avalos	Salamanca	Recoletos	40.42297	-3.69095	Entire home/apt	162	5	28	2021-12-08	0.27	27	339	4	
47957	Amazing Apartment, Salamanca Distri	218515	Sergio	Salamanca	Goya	40.42792	-3.67682	Entire home/apt	82	10	57	2022-01-08	0.41	2	119	2	
565152	wonderful aparment in lavapies !!	2779192	Wanda	Centro	Embajadores	40.40683	-3.69932	Entire home/apt	54	3	188	2022-03-01	1.95	1	84	13	VT-8490
336672	Great apartment ∞4 rooms∞ close to City Center	1716726	Jesús	Arganzuela	Delicias	40.39516	-3.69309	Entire home/apt	106	3	82	2022-05-30	1.50	5	41	25	
336834	2 bedroom apartament in Chueca-Fuen	1713427	Helena	Centro	Justicia	40.42242	-3.69562	Entire home/apt	65	5	46	2021-08-29	0.37	1	7	2	
62423	MAGIC ARTISTIC HOUSE IN THE CENTER OF MADRID	303845	Arturo	Centro	Justicia	40.41884	-3.69655	Private room	56	1	130	2022-05-29	2.62	2	340	47	
336869	Direct to Plaza Mayor!	6365055	Ana & Ricardo	Centro	Sol	40.41593	-3.70602	Private room	87	2	105	2018-10-09	0.85	10	0	0	
566241	LOVELY APARTMENT CLOSE TO REINA SOFIA MUSEUM	2785251	Susana	Centro	Embajadores	40.40913	-3699	Entire home/apt	75	90	31	2021-11-28	0.26	2	311	1	
70059	Tu hogar en centro de Madrid.	353616	Diana	Centro	Universidad	40.42381	-3.71038	Entire home/apt	61	28	56	2022-05-14	0.41	1	205	15	VT-7440
568190	Rooms to rent to students,tourists	2795931	Pilar	Latina	Puerta del Angel	40.41016	-3.72863	Private room	20	2	195	2019-03-07	1.69	1	6	0	
337292	Principe de Vergara. Homey Room	1714866	Francisco	Chamartín	Ciudad Jardín	40.44663	-3.67625	Private room	35	2	7	2017-04-18	0.06	1	0	0	
70073	Adorable Apartment Malasaña-Gran Via	353738	Raquel	Centro	Universidad	40.42252	-3.7025	Entire home/apt	85	28	26	2022-03-31	0.20	4	285	7	
339144	COZY APARTMENT MADRID MALASAÑA	1721158	Pau&Patricia	Centro	Universidad	40.42838	-3.70345	Entire home/apt	70	14	131	2022-04-02	1.06	2	245	7	
70310	Heart of Malasaña Cozy, Quiet & Sunny Apartment	353738	Raquel	Centro	Universidad	40.42252	-3.7025	Entire home/apt	66	28	25	2022-05-31	0.18	4	331	5	
339171	PRADO MUSEUM AIR & OnSiteParking (*)	1722284	Cesar	Centro	Cortes	40.41285	-3.69553	Entire home/apt	95	3	174	2022-05-01	1.41	1	166	17	VT-6570
570158	Stanza- Carina	2347489	Jeanet	Tetuán	Cuatro Caminos	40447	-3.70291	Private room	21	6	38	2022-04-26	0.32	1	136	4	
74352	Cozy apartment in the coolest  neighbourhood	391014	Juan	Centro	Embajadores	40.40864	-3.70884	Entire home/apt	80	8	5	2019-08-04	0.08	1	131	0	
572048	Rooms to rent in a shared flat	1689652	Alfredo	Chamberí	Trafalgar	40.42993	-3.70339	Private room	30	3	0			1	0	0	
341939	Self-catering Apartment in Madrid	1694537	Miguel Angel & Iaia	Centro	Embajadores	40.41037	-3.70018	Entire home/apt	51	30	171	2022-01-31	1.37	1	254	4	
82481	Retiro Park, Stay at cosy studio	448981	Mercedes	Salamanca	Recoletos	40.42342	-3.68123	Entire home/apt	63	3	108	2017-11-29	0.80	1	0	0	
342095	Lovely apartment CENTRAL MADRID !	1703448	Elena	Centro	Embajadores	40.41015	-3.69797	Entire home/apt	82	5	34	2022-05-18	0.28	2	319	2	
342557	Berlin's Park at your window. Parking included.	1738288	Jose Angel	Chamartín	Ciudad Jardín	40.45005	-3.67569	Private room	76	2	61	2022-05-28	0.58	1	325	7	
576487	House in Barajas, close to AIRPORT andIFEMA	2312712	Pilar	Barajas	Casco Histórico de Barajas	40.4739	-3.57583	Entire home/apt	82	1	467	2022-06-02	3.97	1	134	65	
84719	Cool Apart. (10min Center + WIFI)	259229	Felipe	Centro	Embajadores	40.40866	-3.70374	Entire home/apt	60	7	187	2021-09-29	1.38	1	46	2	VT2922
578731	CENTRIC, QUIET, BRIGHT APARTMENT.	2847013	Santiago	Centro	Universidad	40.42551	-3.70812	Entire home/apt	96	2	340	2022-01-29	2.83	3	287	2	VT680
342670	beautiful apartament & cozy terrace	1738846	Carlos	Arganzuela	Palos de Moguer	40.40501	-3.69626	Entire home/apt	200	3	30	2019-08-15	0.26	1	179	0	
86042	Cozy attic with intimate rooftop terrace+ elevator	364585	Vin	Centro	Embajadores	40.40939	-3.69812	Entire home/apt	171	3	161	2022-05-15	1.21	4	159	8	VT-3974
345249	CASTELLANA CASTELLANA DELUXE FINANCIAL DISTRICT	1751133	The Punset Family	Tetuán	Almenara	40.47148	-3.68946	Entire home/apt	95	150	28	2019-12-15	0.25	1	294	0	VT-1896
588382	Apartment in the center of Madrid	2902269	Ane	Centro	Embajadores	40.41151	-3.70257	Entire home/apt	190	2	5	2014-05-19	0.05	1	0	0	
588518	Penthouse with Stunning Balcony Near Plaza Mayor	2267893	Ana	Centro	Palacio	40.4158	-3.70962	Entire home/apt	240	4	63	2022-05-30	0.67	1	170	7	VT-12828
89954	Amazing apt in the historic center	487095	Beatriz	Centro	Palacio	40.41358	-3.71353	Entire home/apt	114	2	209	2020-03-11	1.57	1	105	0	VT 3441
590710	Single/Double private room	2913511	Amparo	Usera	San Fermín	40.36725	-3.68875	Private room	41	4	62	2022-05-09	0.52	1	364	6	
354838	Entire apartment Plaza de España!	1496188	Juanpe	Centro	Universidad	40.4249	-3.7097	Entire home/apt	70	20	38	2018-07-03	0.31	2	0	0	
92920	Bedroom in Chueca Madrid	495849	Raul	Centro	Justicia	40.42491	-3.69552	Private room	55	2	98	2022-05-29	0.73	1	344	6	
361053	Cozy, luminous  excellenty placed	1729503	Ana	Retiro	Niño Jesús	40.40988	-3.67503	Entire home/apt	92	2	166	2022-06-06	1.34	2	102	10	VUT 8713
363476	PUERTA DEL SOL-QUIET DOWNTOWN	1836617	Bibiana	Centro	Sol	40.41676	-3.70682	Private room	49	2	456	2022-05-27	3.69	1	254	58	
93100	*** MALASAÑA B&B ***	499977	Charo	Centro	Universidad	40.42378	-3.70248	Private room	31	1	698	2022-06-03	5.17	2	295	55	
371532	Fantastic Location. Great apartment, Opera	1871034	Olga	Centro	Palacio	40.41944	-3.70945	Entire home/apt	85	2	100	2022-05-06	0.81	1	9	22	
595055	ROOM DUPLEX-ATICO NEAR MADRID RIO	2940355	Teresa	Carabanchel	Comillas	40.39523	-3.7132	Private room	24	2	19	2019-06-26	0.16	1	146	0	
100411	Ático muy luminoso	527760	Diana	Fuencarral - El Pardo	Valverde	40.50044	-3.67032	Entire home/apt	60	2	3	2016-06-24	0.04	1	0	0	
598771	Atocha Attic - Unbeatable Location	2678039	Miguel	Arganzuela	Palos de Moguer	40.40661	-3.6952	Entire home/apt	85	3	83	2022-04-03	0.77	1	3	5	
375472	Host family in the center of Madrid	1888816	Margarita	Arganzuela	Acacias	40.40334	-3.70254	Private room	29	6	148	2021-11-09	1.24	4	0	1	
102040	Nice Single Room with wifi.	533936	Carlos Alberto	Ciudad Lineal	Pueblo Nuevo	40.43422	-3.64196	Private room	19	3	0			1	42	0	
599134	Cosy Plaza Mayor apartment in central Madrid	1567773	Lara	Centro	Sol	40.41596	-3.70846	Entire home/apt	83	30	7	2017-12-05	0.06	1	50	0	
102194	Chic apartment CHUECA totally soundproofed	534515	Guillermo	Centro	Justicia	40.42318	-3.69748	Entire home/apt	174	3	26	2021-12-31	0.20	1	148	3	
599885	ALEGRE Y LUMINOSA HABITACIÓN CENTRO	2214378	Noemí	Centro	Justicia	40.42397	-3.69721	Private room	39	4	182	2022-05-28	1.52	1	29	32	
376379	Great Studio for Rent in Madrid	1892467	Laura	Centro	Embajadores	40.41115	-3.69673	Entire home/apt	44	10	22	2022-02-05	0.21	3	243	3	
103541	CENTRAL AND COMFORT APTO. W/PARKING	361930	Maria	Chamberí	Almagro	40.43815	-3.69764	Entire home/apt	75	2	221	2022-05-31	1.66	5	215	30	
396532	Apart. 25mts from Gran Via,exterior	1981346	Daniel	Centro	Sol	40.41959	-3.70373	Entire home/apt	88	2	119	2020-02-16	0.97	1	311	0	
604150	El Rincón de Serrano	2990747	Raúl	Salamanca	Castellana	40.4312	-3.68502	Entire home/apt	110	30	2	2013-09-19	0.02	1	223	0	
114854	NICE CENTRAL TOURISM-BUSINESS APTO	361930	Maria	Chamberí	Rios Rosas	40.4382	-3.69389	Entire home/apt	70	2	123	2022-04-17	0.95	5	198	9	
397778	PUERTA DEL SOL VI - MADRID CENTRE	1408525	Mad4Rent	Centro	Sol	40.41506	-3.7029	Entire home/apt	92	3	46	2022-05-01	0.41	49	307	8	VT- 553
120293	ROOM IN THE CENTER -LA LATINA- WIFI	605612	Ulises	Centro	Palacio	40.41143	-3.70912	Private room	37	1	241	2022-06-02	1.83	5	347	44	
398450	a special place with special views	2150362	Nuria	Centro	Universidad	40.42771	-3.71029	Entire home/apt	60	3	261	2022-05-23	2.12	1	221	28	
604632	habitacion luminosa madrid-centro	2993477	Clara	Tetuán	Berruguete	40457	-3.70436	Private room	29	1	49	2022-06-03	0.57	4	364	8	
123864	LOVELY STUDIO IN OLD TOWN-A/C-WIFI	605612	Ulises	Centro	Embajadores	40.41001	-3.70704	Entire home/apt	44	1	585	2022-06-04	4.39	5	107	48	
605339	NiceStay_HighValue_Orange RoomWIFI	2783896	Ivaylo	Latina	Lucero	40.40743	-3.74293	Private room	30	4	203	2022-05-01	1.71	3	23	25	
402588	PUERTA DEL SOL l - MADRID CENTRE	1408525	Mad4Rent	Centro	Sol	40.4149	-3.70331	Entire home/apt	98	3	168	2022-05-26	1.50	49	285	27	vt- 523
132428	Habitacion en Anton Martin	650803	Jose Luis	Centro	Embajadores	40.41012	-3.69709	Private room	33	3	121	2022-05-31	1.98	1	334	17	
404569	GRAN VIA  -  Vll -MADRID CENTRE	1408525	Mad4Rent	Centro	Universidad	40.42552	-3.70589	Entire home/apt	98	3	61	2022-05-21	0.69	49	287	12	VT-552
607548	Attic with views and large Terrace	3010452	Aurora	Puente de Vallecas	San Diego	40.39366	-3.66535	Private room	45	2	3	2014-04-21	0.03	1	0	0	
136058	Calm, affordable room in Madrid.	666482	Cinthia	Villaverde	Los Angeles	40.35761	-3.69723	Private room	22	1	88	2022-06-03	0.66	1	304	16	
608742	Central and quiet.	3017315	Cristina	Centro	Palacio	40.41744	-3.70873	Entire home/apt	79	2	523	2022-06-06	4.37	5	23	58	
406341	Quiet downtown Madrid, nearby all	2024487	Fernando	Salamanca	Lista	40.42978	-3.67817	Private room	27	3	143	2022-04-22	1.16	1	192	18	
150123	LOFT ELOISA	723539	Eloisa	Centro	Embajadores	40.40639	-3.70048	Entire home/apt	163	3	26	2022-04-03	0.35	10	91	2	VT-
410699	80m2 spacious bright loft apartment	2044655	Sylvia	Centro	Sol	40.41737	-3.70015	Entire home/apt	155	2	153	2020-03-01	1.24	7	104	0	
414763	LATINA - lV - STUDIO MADRID CENTRE	1408525	Mad4Rent	Centro	Palacio	40.41281	-3.70749	Entire home/apt	77	3	51	2022-05-03	0.43	49	278	15	VT-691
610675	Beautiful attic, best location.	2174652	María	Centro	Sol	40.41769	-3.69974	Entire home/apt	70	3	7	2015-08-17	0.06	1	0	0	
153798	Apartamento a 20 min del aeropuerto! Y del centro.	739627	Isabel	Hortaleza	Canillas	40.46088	-3.64679	Entire home/apt	223	3	8	2022-02-26	0.22	2	234	2	
616027	Quiet room well located, Av.America	3053021	Sonia	Chamartín	Prosperidad	40.43922	-3.67574	Private room	23	1	74	2018-09-19	0.63	1	0	0	
163429	Centrical loft in Madrid (Chamberi)	780107	Sonia	Chamberí	Trafalgar	40.43765	-3.70408	Entire home/apt	65	90	8	2019-03-17	0.06	1	309	0	
618576	Puerta del Sol - Palacio Real.	3017315	Cristina	Centro	Palacio	40.41771	-3.70925	Entire home/apt	86	2	334	2022-06-05	2.82	5	12	32	
415967	LAVAPIES CLASSY (CENTER TOWN)	2068619	Alfonso	Centro	Embajadores	40.40827	-3.70049	Entire home/apt	84	2	152	2018-11-25	1.23	1	99	0	
167183	private house B & B. Arturo Soria (Metro)	796746	Consuelo	Hortaleza	Piovera	40.45575	-3.64912	Private room	75	1	35	2022-05-23	0.29	2	349	12	
420039	Bonito estudio en pleno centro	9934732	Fernando Javier	Centro	Universidad	40.42738	-3.70635	Entire home/apt	54	1	688	2022-05-14	5.64	3	216	41	VT 7436
170750	2-bedroom attic & rooftop terrace	814490	Rafael	Centro	Universidad	40.42386	-3.70489	Entire home/apt	91	90	190	2018-12-09	1.47	2	279	0	
427407	study sol-atocha I	2106353	Reyes	Centro	Embajadores	40.41155	-3.70146	Entire home/apt	83	2	11	2022-06-04	0.09	2	302	4	
177523	Studio in Fuencarral - Madrid Center	596469	Gabriel Avalos	Centro	Universidad	40.42876	-3.70379	Entire home/apt	152	5	22	2022-02-22	0.17	27	311	9	
429306	Vintage and Scandi Chic at an Historic Central Madrid Home	2134007	Lola	Chamberí	Arapiles	40.43028	-3.70732	Entire home/apt	128	3	196	2022-05-19	1.62	2	177	15	VT-2555
429604	sol-atocha II study	2106353	Reyes	Centro	Cortes	40.4135	-3.70145	Entire home/apt	83	2	2	2015-06-25	0.02	2	305	0	
625566	DUPLEX AT MADRID CENTER WITH POOL	2773350	Ainhoa	Arganzuela	Acacias	40.40349	-3.70418	Entire home/apt	60	2	25	2017-01-02	0.23	1	0	0	
628394	Luxurious Duplex (3 heights) in Sol	3121587	Pullover	Centro	Sol	40.4173	-3.70208	Entire home/apt	289	1	69	2022-05-03	0.58	4	290	4	
196197	Views of San Andres Baroque from a Central Madrid Apartment	852616	Meyling	Centro	Palacio	40.41235	-3.70967	Entire home/apt	80	3	323	2022-06-01	2.47	2	257	32	
434107	APTO. PLAZA DE CASTILLA - VERDE	2157770	Gonzalo	Tetuán	Valdeacederas	40.46642	-3.69689	Entire home/apt	69	3	3	2013-05-18	0.03	1	249	0	
199201	Converted theatre, historic centre	749212	Henrietta	Centro	Embajadores	40.41319	-3.7024	Private room	75	3	149	2020-03-14	1.14	1	286	0	
439715	Chueca Secret Apartment	2184106	Pedro	Centro	Justicia	40.42224	-3.69776	Entire home/apt	100	2	14	2021-04-25	0.11	1	120	0	
631737	Chamartin, Large, Warm, Calm & lux	3141727	Esther	Chamartín	Castilla	40.47143	-3.6748	Entire home/apt	75	3	1	2012-09-14	0.01	1	119	0	
643471	CHEAP & NICE B&B IN MADRID CENTRE	3290138	Juan Jesus	Centro	Embajadores	40.41256	-3.70373	Private room	10	3	56	2022-03-25	0.53	2	0	3	
200828	FRENTE MAR, ZONA CALAS. PISCINA.	75944	Maite	Salamanca	Castellana	40.43201	-3.68358	Entire home/apt	286	14	0			1	365	0	33866
644656	Room NEXT TO THE METRO!!	3226403	Lili	Ciudad Lineal	Pueblo Nuevo	40.42432	-3.6399	Private room	25	7	3	2021-10-17	0.09	2	279	1	
449218	Central, fully equipped, best price	2230279	Marina	Centro	Justicia	40.42849	-3.70183	Entire home/apt	52	3	315	2022-05-18	2.58	1	273	27	
204570	Lovely 110m2 home - Best location!	1004721	Alex	Centro	Cortes	40.4152	-3.69668	Entire home/apt	180	4	102	2022-05-02	0.78	1	130	2	
451174	Large single room in Madrid´s trending Almagro	2240898	Alejandro	Chamberí	Almagro	40.434551	-3.698387	Private room	36	5	12	2022-04-25	0.24	1	18	8	
456165	Nice room in Madrid	617086	Agata	Carabanchel	Comillas	40.39032	-3.71382	Private room	30	2	7	2020-10-24	0.12	1	0	0	
205199	Tafari Gran Via	1008659	Nuria	Centro	Universidad	40.42116	-3.70384	Entire home/apt	78	30	295	2022-05-07	2.26	2	311	23	VT-121
459303	GRAN VIA - l - CENTRAL & BRIGHT	1408525	Mad4Rent	Centro	Universidad	40.42548	-3.7042	Entire home/apt	98	3	45	2022-05-29	0.49	49	282	21	VT- 556
459362	PUERTA DEL SOL- ll - MADRID CENTRE	1408525	Mad4Rent	Centro	Sol	40.41592	-3.70177	Entire home/apt	98	3	68	2022-06-01	0.72	49	263	23	VT-555
655514	Room for one or two people	3226403	Lili	Ciudad Lineal	Pueblo Nuevo	40.42432	-3.6399	Private room	30	3	0			2	251	0	
208504	Beautiful appartment center Madrid	1014005	Sara	Centro	Palacio	40.42277	-3.71046	Entire home/apt	60	1	8	2012-05-30	0.06	1	219	0	
659887	Habitación amplia y comoda centro Madrid	3329487	Nicolás	Retiro	Pacífico	40.40264	-3.68309	Private room	29	14	5	2018-12-30	0.07	2	157	0	
460898	Wide and nice apartment in Madrid	2290984	Artur	Fuencarral - El Pardo	La Paz	40.48503	-3.69858	Private room	15	30	0			1	0	0	
209373	Attic in the Heart of Madrid-WIFI	1031664	José	Centro	Embajadores	40.41126	-3.70347	Private room	30	7	38	2021-07-12	0.30	1	227	1	
462072	Spectacular Penthouse 95 m² Latina	2296476	Jose Manuel	Centro	Palacio	40.40869	-3.71073	Entire home/apt	127	2	111	2022-06-06	0.91	1	79	48	VT-11049
663761	Habitacion con litera para 2 o 3	3352121	Fran&Joni	Villa de Vallecas	Casco Histórico de Vallecas	40.37093	-3.62298	Private room	23	1	4	2015-12-06	0.05	1	0	0	
211444	Private Room in a Sunny and Luxuriously Appointed Apartment	1090760	Jon	Hortaleza	Canillas	40.45959	-3.64699	Private room	60	2	145	2022-06-04	1.12	1	280	23	
668753	Sunny bdm. One of Madrid best areas	3385307	Iguacel	Chamberí	Trafalgar	40.43287	-3.7007	Private room	46	4	82	2020-01-29	0.77	2	195	0	
676566	Up to 4 people flat central Madrid	3317937	Félix	Retiro	Pacífico	40.40222	-3.68096	Entire home/apt	85	3	116	2022-05-29	1.01	1	162	26	VT-12016
463246	Lovely Apartment Madrid Center	2302267	Carmen	Centro	Palacio	40.41419	-3.71113	Entire home/apt	36	3	18	2022-01-12	0.22	1	0	5	VT-18
468202	BEST STUDIO IN VERY CENTER MADRID FIBRE OPTIC WIFI	2322563	Julio And Sarah	Centro	Universidad	40.42123	-3.70133	Entire home/apt	40	30	277	2022-05-23	2.27	1	210	6	
217674	PLAZA MAYOR XVIc. PENTHOUSE DUPLEX ROOFTOP TERRACE	1732442	Anouk	Centro	Sol	40.41538	-3.70741	Entire home/apt	270	3	246	2022-05-22	1.91	5	323	33	
469231	ATICO PRECIADOS	1408525	Mad4Rent	Centro	Palacio	40.41941	-3.70823	Entire home/apt	90	3	54	2022-04-12	0.57	49	235	5	VT-524
683208	Elegant & Confortable apartment in the center	9228673	Home At Homes	Salamanca	Lista	40.43189	-3.67793	Entire home/apt	230	365	54	2020-02-01	0.47	12	0	0	VT-19
219303	*** Malasaña B&B exterior***	499977	Charo	Centro	Universidad	40.42377	-3.70241	Private room	26	1	219	2022-05-26	1.69	2	288	34	
683969	I share my flat.Two bedroom.Women.	3487329	KMitocondria	Carabanchel	Puerta Bonita	40.37609	-3.74279	Entire home/apt	20	1	1	2015-08-26	0.01	1	0	0	
470132	❤Quiet & Comfortable apartment downtown	2332600	Rodrigo	Centro	Embajadores	40.41018	-3.70164	Entire home/apt	76	3	40	2022-04-16	0.33	1	194	2	VT-297
225462	Bright silent room in the center	1174648	Rebeca	Centro	Cortes	40.41366	-3.69788	Private room	30	2	166	2022-05-28	1.31	1	278	19	
684564	ROYAL PALACE, OPERA, PLAZA MAYOR, LATINA, SOL	1941314	Xavier	Centro	Palacio	40.41747	-3.70979	Entire home/apt	137	3	149	2022-06-01	1.41	1	84	12	
225489	Madrid City Center. Room for 1 or 2 people.	1172225	Eva	Chamberí	Arapiles	40.43595	-3.70706	Private room	25	25	31	2020-03-07	0.26	3	0	0	
685152	house-hotel	3494012	Farah Maria	Hortaleza	Pinar del Rey	40.4696	-3.65012	Entire home/apt	154	3	103	2022-05-07	1.36	4	272	26	
471198	GRAN VIA - Vlll - MADRID OLD TOWN	1408525	Mad4Rent	Centro	Universidad	40.42359	-3.70537	Entire home/apt	106	3	48	2022-04-30	0.52	49	298	6	VT-549
229664	Beautiful cozy loft madrid center	1130651	Sergio	Centro	Embajadores	40.4078	-3.70085	Entire home/apt	69	7	509	2022-05-06	3.92	4	336	16	
471328	PUERTA DEL SOL - Vll -MADRID CENTRE	1408525	Mad4Rent	Centro	Sol	40.41628	-3.70364	Entire home/apt	113	3	154	2022-05-22	1.31	49	305	9	VT-532
688795	PLAZA MAYOR - FELIPE III PENTH. ROOFTOP BALCONY	1732442	Anouk	Centro	Sol	40.41584	-3.70683	Entire home/apt	226	3	151	2022-06-05	1.31	5	345	22	VT-716
689099	Lujo a tu alcance	3357259	Mercedes	Ciudad Lineal	Costillares	40.47444	-3.67135	Private room	40	1	15	2017-12-22	0.13	1	0	0	
231861	COMFORTABLE ROOM IN A GREAT AREA!!!	1212528	Silvia	Chamberí	Trafalgar	40.43699	-3.70037	Private room	61	1	0			1	85	0	
691344	hab individual  en madrid	655088	Elsa	Arganzuela	Delicias	40.39992	-3.69537	Private room	27	3	96	2022-05-29	0.82	1	43	23	
473112	LUXURY DUPLEX CENTER A/A-WIFI	2346162	Carlos	Centro	Justicia	40.42349	-3.70024	Entire home/apt	102	19	59	2022-06-01	0.49	1	119	2	
250858	Cheap partament near green Areas R1	630482	Raquel	Carabanchel	Opañel	40.39231	-3.72359	Private room	40	30	5	2018-10-05	0.04	2	310	0	
479718	Wanda Stadium. Madrid. 20 minutes from Sol by tube	2376402	Jesús	San Blas - Canillejas	Rosas	40.43202	-3.60353	Private room	64	3	17	2021-12-09	0.14	1	81	3	
256004	ARCO TOLEDO - CUCHILLEROS ST. CASA BALCONIES	1732442	Anouk	Centro	Sol	40.41428	-3.70767	Entire home/apt	186	3	147	2022-01-02	1.18	5	188	1	VT-519
482122	TRAFALGAR - CITY - SPACE & LIGHT	1408525	Mad4Rent	Chamberí	Trafalgar	40.43271	-3.70156	Entire home/apt	98	3	15	2022-05-06	0.16	49	280	7	vt- 319
692358	Amazing 11th floor with a/a for 8 people	3540348	Román	Villaverde	Los Angeles	40.36089	-3.69594	Entire home/apt	97	3	224	2022-05-29	1.92	7	41	45	VT1962
260656	Quiet duplex apartment in Lavapiés	1367452	Javier	Centro	Embajadores	40.40743	-3.70114	Entire home/apt	91	7	37	2022-01-02	0.30	1	299	1	
694867	Tranquilo y cómodo apartamento en Madrid 5PAX	3540348	Román	Villaverde	Los Angeles	40.35701	-3.69643	Entire home/apt	77	3	200	2022-05-23	2.14	7	55	35	VT-2392
695909	Madrid Central Modern Apartment	3021792	Jose	Centro	Universidad	40.4256	-3.70436	Entire home/apt	139	7	215	2020-02-20	2.66	1	169	0	
491070	NICE APT IN THE HEART OF MADRID !!!	2427722	Ignacio	Centro	Universidad	40.42885	-3.70479	Entire home/apt	90	30	14	2022-05-31	0.11	1	338	3	VT-8441
497706	Peaceful apartment in Madrid Centre	2456671	José & María	Retiro	Jerónimos	40.40808	-3.68338	Entire home/apt	60	1	220	2022-01-26	1.85	3	157	8	VT-7721
260951	"Spectacular Loft ""A"" Ifema  Madrid"	1351865	Angela Y Jaime	Hortaleza	Valdefuentes	40.47189	-3.62966	Entire home/apt	120	5	136	2021-05-21	1.10	2	0	0	
499911	2 bedroom apartment downtown Madrid	2467212	Joël	Centro	Embajadores	40.41234	-3.70186	Entire home/apt	117	4	180	2022-05-29	1.57	1	246	19	VT-2176
697858	Cosy double room Madrid	3571619	Fernando	Tetuán	Bellas Vistas	40.45519	-3706	Private room	35	1	47	2020-03-09	1.09	1	0	0	
261878	GREAT STUDIO! BEST REVIEWS! CENTRAL	1373873	Al	Centro	Universidad	40.42269	-3.70378	Entire home/apt	102	1	524	2022-05-28	4.08	1	136	38	
704155	Apartment  in the center of Madrid	3606346	José	Centro	Embajadores	40.41389	-3.70461	Entire home/apt	142	1	284	2022-06-03	2.43	7	63	36	
263748	"LOFT ""C"" modern design loft IFEMA"	1351865	Angela Y Jaime	Hortaleza	Valdefuentes	40.47142	-3.62881	Entire home/apt	120	3	118	2022-05-29	0.98	2	145	6	
708275	"""Great Velazquez Apartment & Area"""	2785251	Susana	Chamartín	El Viso	40.44374	-3.68161	Entire home/apt	60	120	6	2022-01-26	0.05	2	342	1	
502918	Cozy room in penthouse in Madrid's heart	2480913	Elvira	Centro	Cortes	40.41155	-3.69492	Private room	50	3	109	2022-05-22	1.47	1	283	23	
268275	Madrid center with balconies	1406073	Jose Antonio	Centro	Embajadores	40.412682	-3.702548	Entire home/apt	88	3	60	2022-05-23	0.48	1	255	3	VT-1874
506956	Precioso  apartamento  céntrico  en Madrid	1932547	Nieves	Ciudad Lineal	Concepción	40.44117	-3.64841	Entire home/apt	82	1	460	2022-06-05	5.97	1	45	45	
507614	Malasaña: Amazing&extremely central 2BD flat	2501740	Moises&Cristina + Little Sophie&Eli	Centro	Universidad	40.42323	-3.70434	Entire home/apt	84	15	23	2020-01-05	0.19	4	286	0	VT-8051
709208	Apartment in the heart of Madrid	3648882	Luz	Centro	Sol	40.41697	-3.70732	Entire home/apt	81	2	595	2022-06-04	5.06	1	284	42	
272279	WELCOME HOME! EL RASTRO flea market	1425071	Enrique	Centro	Embajadores	40.4093	-3.70884	Entire home/apt	92	5	167	2022-05-17	1.32	3	70	3	
710156	HB 2 AIRPORT/IFEMA	3654886	Sara	Barajas	Alameda de Osuna	40.45319	-3.592383	Private room	38	1	195	2022-04-24	1.66	2	0	18	
716232	Loft near Metro - 75m2 - 5pax - 2wc	2747005	Maribel	Ciudad Lineal	Concepción	40.43756	-3.65337	Entire home/apt	85	14	25	2020-03-14	0.24	1	64	0	VT-6214
280733	★City Center - Gran Via Apartment	596469	Gabriel Avalos	Centro	Universidad	40.42457	-3.70802	Entire home/apt	185	5	42	2022-05-01	0.39	27	288	10	
716292	Just in the centre: Malasaña/Chueca	3691303	Paloma	Centro	Universidad	40.42616	-3.70263	Entire home/apt	89	20	81	2022-01-13	0.80	1	315	4	
510973	Habitación céntrica a 1 min de Plza Santa Ana	2517520	Ruben	Centro	Cortes	40.41412	-3.70057	Private room	67	2	9	2022-05-23	0.14	1	357	5	
281224	Cosy and Central flat in Opera Royal Place !!	1466005	Pe	Centro	Palacio	40.41685	-3.70882	Entire home/apt	127	2	126	2022-05-26	1.81	1	197	17	
